symbol	log2FC_MYC	padj_MYC
Cyp46a1	1.066890066	0.001134057
Cyp4a10	0.256455281	0.569646793
Cyp4a12a	-0.144755956	0.650505736
Cyp4a12b	-0.122453929	0.644548938
Cyp4a14	0.62503444	0.073837661
Cyp4a29	0.134120203	NA
Cyp4a30b	0.219304213	NA
Cyp4a31	-0.293978062	0.517207714
Cyp4a32	-0.558857841	0.140903166
Cyp4b1	-0.139209415	0.681514209
Cyp4b1-ps2	0.070576221	NA
Cyp4f13	-0.006645084	0.981044478
Cyp4f14	-0.064683802	0.761004062
Cyp4f15	-0.075923912	0.817004867
Cyp4f16	0.188882516	0.623619188
Cyp4f17	-0.290523859	0.312053572
Cyp4f18	-0.207752942	0.675394722
Cyp4f37	0.053733531	NA
Cyp4f39	-0.347613827	0.412804761
Cyp4f40	NA	NA
Cyp4f41-ps	-0.244980854	NA
Cyp4v3	-0.213805115	0.292489491
Cyp4x1	0.038731861	NA
Cyp51	-0.260354746	0.22991895
Cyp7a1	0.545041658	0.050127995
Cyp7b1	-0.411460877	0.194225179
Cyp8b1	-0.661955759	2.74E-05
Cypt1	NA	NA
Cypt12	NA	NA
Cypt15	NA	NA
Cypt2	NA	NA
Cypt3	NA	NA
Cypt4	NA	NA
Cyr61	-0.086325704	0.727438548
Cys1	0.455742768	0.206577696
Cysltr1	0.034420472	0.948065825
Cysltr2	-0.1681681	0.746164609
Cysrt1	NA	NA
Cystm1	0.093879296	0.791534811
Cyth1	0.254673456	0.417229528
Cyth2	-0.13278602	0.420164092
Cyth3	0.132353435	0.650591822
Cyth4	-0.009378285	0.981925328
Cytip	-0.1234339	0.784600881
Cytl1	0.090665104	NA
Cyyr1	-0.509345694	0.047735073
D030018L15Rik	0.035018478	NA
D030025P21Rik	0.038794799	NA
D030028A08Rik	0.166957146	0.668099835
D030047H15Rik	0.032469562	0.959534646
D030056L22Rik	0.15437016	0.454455292
D10Jhu81e	0.170497216	0.31372502
D10Wsu102e	-0.098459321	0.809665959
D11Wsu47e	0.337282652	0.06471088
D130009I18Rik	0.037813681	NA
D130017N08Rik	-0.121836103	0.824933542
D130040H23Rik	-0.277124781	0.525240137
D130043K22Rik	0.494353739	0.204361483
D15Ertd621e	-0.228412756	0.030887587
D16Ertd472e	0.122800547	0.683082505
D17H6S53E	0.144484228	0.513815026
D17Wsu92e	0.106646326	0.451888546
D19Bwg1357e	0.28269217	0.215314928
D1Ertd622e	0.357690293	0.135762403
D1Pas1	-0.101535956	NA
D230025D16Rik	-0.078806338	0.74770187
D2hgdh	0.055812193	0.866989485
D2Wsu81e	0.321850741	0.282446289
D330041H03Rik	0.322238001	0.340932199
D330045A20Rik	0.281809181	NA
D330050I16Rik	0.062610302	0.911483837
D3Ertd254e	0.130527366	0.576662226
D3Ertd751e	-0.578173031	0.000470295
D430019H16Rik	0.362519936	0.219415785
D430020J02Rik	0.80696522	0.017730189
D430041D05Rik	-0.364931186	0.325656186
D430042O09Rik	-0.166451966	0.359986549
D4Ertd617e	0.118228401	NA
D5Ertd577e	NA	NA
D5Ertd579e	-0.001060031	0.997969489
D5Ertd605e	-0.150568593	0.773700537
D630003M21Rik	-0.286377921	0.501883411
D630023F18Rik	0.181771694	NA
D630029K05Rik	-0.055265043	NA
D630039A03Rik	-0.603031411	0.013553373
D630041G03Rik	-0.990839159	0.001279542
D630045J12Rik	0.219197291	0.306378585
D6Ertd474e	-0.007698913	NA
D6Ertd527e	0.037813681	NA
D6Wsu163e	0.128895596	0.601385307
D730001G18Rik	-0.054116459	NA
D730005E14Rik	-0.282490485	0.536244362
D730048I06Rik	NA	NA
D7Ertd143e	-0.455977134	0.221851999
D7Ertd443e	0.096065932	NA
D830030K20Rik	-0.053480359	NA
D830031N03Rik	-0.317868291	0.098030068
D830046C22Rik	0.149473958	0.768708658
D8Ertd738e	-0.1705091	0.265624479
D8Ertd82e	-0.198149618	0.652366755
D930015E06Rik	-0.000946032	0.99797086
D930016D06Rik	0.03480937	0.889791786
D930020B18Rik	-0.002307769	NA
D930048N14Rik	-0.257242282	0.494413954
Daam1	0.148368244	0.404864542
Daam2	-0.1255573	0.647723854
Dab1	0.707389162	0.038760287
Dab2	-0.354008571	0.087165242
Dab2ip	-0.0924629	0.699986988
Dach1	0.394303484	0.345564941
Dach2	0.038595848	NA
Dact1	-0.280952349	0.428248971
Dact2	0.223376003	0.5363379
Dact3	-0.158683416	0.760928477
Dad1	-0.093916887	0.659752617
Daf2	0.118337771	0.831292839
Dag1	0.001822798	0.995275691
Dagla	-0.489504437	0.173658834
Daglb	-0.180926153	0.466535735
Dak	-0.236332841	0.111730466
Dalrd3	-0.152120336	0.485740762
Dancr	0.224193128	0.619382047
Dand5	-0.156695376	0.594836818
Dao	-0.041367315	NA
Dap	-0.176810094	0.14415015
Dap3	0.201052946	0.29281009
Dapk1	-0.207079459	0.529277616
Dapk2	0.388018205	0.106874183
Dapk3	0.065214754	0.7989773
Dapl1	0.015673915	NA
Dapp1	-0.033631054	0.949399372
Dars	0.051378389	0.817480134
Dars2	0.069426955	0.817542699
Daw1	NA	NA
Daxx	-0.06355268	0.795400169
Dazap1	0.090063093	0.709667958
Dazap2	-0.110375017	0.581365273
Dazl	0.010833205	NA
Dbf4	-0.499049025	0.114142545
Dbh	NA	NA
Dbi	0.007017806	0.988297115
Dbil5	-0.077097764	0.897429817
Dbn1	0.000305622	0.999413271
Dbndd1	-0.142658372	0.771443745
Dbndd2	-0.072571693	0.789096497
Dbnl	-0.021199339	0.931423703
Dbp	0.602624793	0.055418367
Dbpht2	0.195380063	NA
Dbr1	0.190860762	0.34621001
Dbt	-0.010700997	0.969216666
Dbx1	-0.041367315	NA
Dbx2	NA	NA
Dcaf10	0.081632808	0.720908316
Dcaf11	-0.177623445	0.139841162
Dcaf12	-0.043322656	0.861533201
Dcaf12l1	0.165322153	0.659209151
Dcaf12l2	-0.011328726	NA
Dcaf13	0.311463011	0.055378976
Dcaf15	-0.009799614	0.977441163
Dcaf17	0.275393893	0.017379946
Dcaf4	0.314695244	0.358219598
Dcaf5	-0.007759022	0.969956438
Dcaf6	0.227196154	0.420090398
Dcaf7	-0.074603144	0.689795294
Dcaf8	-0.137242299	0.253804836
Dcakd	-0.204595321	0.444760112
Dcbld1	-0.261242877	0.438308525
Dcbld2	0.151249214	0.674483645
Dcc	0.241189107	0.582709019
Dcdc2a	-0.540383928	0.058478081
Dcdc2c	-0.173948424	0.502180709
Dchs1	-0.152333077	0.678041858
Dck	-0.172720626	0.588362117
Dclk1	-0.368690189	NA
Dclk2	-0.641539155	0.045800207
Dclk3	1.064375665	3.31E-06
Dclre1a	0.58797483	0.019210181
Dclre1b	0.038207167	0.920836681
Dclre1c	0.056524026	0.885382042
Dcn	0.003835041	0.990878587
Dcp1a	0.045387383	0.826208864
Dcp1b	0.004993981	0.992500666
Dcp2	0.0110367	0.964972637
Dcpp1	NA	NA
Dcpp2	NA	NA
Dcpp3	NA	NA
Dcps	0.119421126	0.573883298
Dcst1	-0.120589125	NA
Dcstamp	0.076935022	0.892831836
Dct	0.289152548	0.44923801
Dctd	0.348716368	NA
Dctn1	0.364749196	0.046804203
Dctn2	-0.08648879	0.595567684
Dctn3	-0.199831873	0.270840842
Dctn4	-0.202760082	0.187302422
Dctn5	-0.021225162	0.925491918
Dctn6	-0.118680512	0.656275438
Dctpp1	0.161254396	0.400905184
Dcun1d1	0.046691481	0.845152819
Dcun1d2	0.429017146	0.008710819
Dcun1d3	0.174598249	0.56527907
Dcun1d4	-0.282558838	0.050412745
Dcun1d5	0.313702633	0.070937763
Dcx	0.016825095	0.979879986
Dcxr	-0.035603291	0.903553032
Dda1	0.251872727	0.195882096
Ddah1	0.069645546	0.815752272
Ddah2	0.275806942	0.365653841
Ddb1	-0.095718798	0.529849427
Ddb2	0.346091781	0.170333391
Ddc	-0.602270998	0.017379946
Ddhd1	-0.33476876	0.171502029
Ddhd2	0.260672846	0.307596779
Ddi1	0.103887168	NA
Ddi2	-0.178529291	0.215314928
Ddias	-0.105712273	0.851633458
Ddit3	0.016871148	0.968985059
Ddit4	0.078894885	0.883902923
Ddit4l	0.035340542	0.954404763
Ddn	-0.080692383	NA
Ddo	0.673226491	0.000703659
Ddost	-0.058796352	0.666248684
Ddr1	0.00641982	0.991974103
Ddr2	-0.509504663	0.001079832
Ddrgk1	-0.003777007	0.986770956
Ddt	-0.052351717	0.809662399
Ddx1	-0.018840943	0.945934901
Ddx10	0.263681845	0.226609065
Ddx11	0.116862716	0.636702677
Ddx17	0.003301369	0.989466328
Ddx18	0.313421822	0.181888369
Ddx19a	-0.133671996	0.496904318
Ddx19b	-0.04619345	0.858850915
Ddx20	0.253828162	0.117604597
Ddx21	0.226377233	0.504879879
Ddx23	-0.204324465	0.045978282
Ddx24	0.056096736	0.760924751
Ddx25	0.039006637	NA
Ddx26b	0.386184303	0.124299931
Ddx27	0.273678084	0.232326055
Ddx28	0.116931098	0.612488586
Ddx31	0.487882583	0.112834999
Ddx39	0.291083095	0.099673311
Ddx39b	0.148745178	0.264754081
Ddx3x	-0.186000517	0.248850881
Ddx3y	-0.059246392	0.865967682
Ddx4	-0.03396845	NA
Ddx41	-0.070373244	0.76525993
Ddx42	-0.20627693	0.065517303
Ddx43	0.071928367	NA
Ddx46	-0.002684138	0.991714442
Ddx47	-0.459950943	0.000110774
Ddx49	0.151074145	0.522414229
Ddx5	-0.173888859	0.239127026
Ddx50	0.104918003	0.489719627
Ddx51	0.450907089	0.07422571
Ddx52	-0.039750948	0.883902923
Ddx54	-0.097007924	0.583841948
Ddx55	0.349800482	0.157715668
Ddx56	0.269058837	0.199420046
Ddx58	-0.26545556	0.091609726
Ddx59	0.217916161	0.525240137
Ddx6	0.16063739	0.205912162
Ddx60	-0.770807662	0.003732661
Deaf1	0.105396102	0.698901879
Dear1	-0.292908307	NA
Deb1	0.063360347	0.837124404
Decr1	0.091675595	0.717604028
Decr2	-0.046879132	0.865152288
Dedd	-0.247489855	0.049751351
Dedd2	0.103034428	0.789957234
Def6	-0.142232846	0.789321043
Def8	-0.467012991	7.58E-06
Defa-ps1	NA	NA
Defa-ps12	NA	NA
Defa-ps13	NA	NA
Defa-rs1	NA	NA
Defa-rs7	NA	NA
Defa17	NA	NA
Defa20	NA	NA
Defa21	NA	NA
Defa22	NA	NA
Defa24	NA	NA
Defa25	NA	NA
Defa26	NA	NA
Defa3	NA	NA
Defa5	NA	NA
Defb1	-0.27196872	0.557337905
Defb10	NA	NA
Defb11	NA	NA
Defb12	-0.041367315	NA
Defb13	NA	NA
Defb14	NA	NA
Defb15	NA	NA
Defb18	NA	NA
Defb19	NA	NA
Defb2	NA	NA
Defb20	NA	NA
Defb21	NA	NA
Defb22	NA	NA
Defb23	0.038595848	NA
Defb25	-0.110792464	NA
Defb26	NA	NA
Defb28	NA	NA
Defb29	NA	NA
Defb3	NA	NA
Defb30	-0.042194705	NA
Defb33	NA	NA
Defb34	NA	NA
Defb35	NA	NA
Defb36	NA	NA
Defb37	0.038595848	NA
Defb38	NA	NA
Defb39	NA	NA
Defb4	NA	NA
Defb40	-0.03446158	NA
Defb41	NA	NA
Defb42	-0.099501197	0.860469433
Defb43	NA	NA
Defb44-ps	NA	NA
Defb45	NA	NA
Defb46	NA	NA
Defb47	NA	NA
Defb48	NA	NA
Defb5	NA	NA
Defb50	NA	NA
Defb6	NA	NA
Defb7	-0.037047553	NA
Defb8	NA	NA
Defb9	NA	NA
Degs1	-0.110172346	0.387758691
Degs2	-0.0591439	0.920363199
Dek	-0.021579342	0.931121993
Dennd1a	-0.34668595	0.078937185
Dennd1b	-0.085126997	0.663424944
Dennd1c	-0.261471391	0.31331906
Dennd2a	-0.412674243	0.085113634
Dennd2c	0.2605628	0.350466337
Dennd2d	0.257665985	0.204998685
Dennd3	0.151130518	0.629296928
Dennd4a	-0.336481388	0.212385281
Dennd4b	-0.090949119	0.724001109
Dennd4c	-0.078149686	0.56143694
Dennd5a	-0.204718878	0.042853421
Dennd5b	0.290641557	0.059418276
Dennd6a	0.095592033	0.642186577
Dennd6b	-0.007154677	0.985897809
Denr	0.107311621	0.648628686
Depdc1a	-0.256248241	NA
Depdc1b	-0.131443842	NA
Depdc5	-0.204478603	0.272300813
Depdc7	0.040186783	0.84327919
Deptor	-0.457746603	0.000920215
Dera	0.072152513	0.778353045
Derl1	0.099202504	0.499627597
Derl2	0.010810389	0.971689608
Derl3	-0.087083484	0.840889491
Des	0.35137302	0.295349983
Desi1	-0.065746222	0.839121483
Desi2	-0.172338511	0.573883298
Det1	-0.127671776	0.681260403
Dexi	-0.256315528	0.128787848
Dffa	0.20372646	0.377263293
Dffb	0.351016298	0.155637572
Dfna5	0.078610495	0.744245018
Dfnb59	-0.037459639	NA
Dgat1	0.167194631	0.466546303
Dgat2	0.005637349	0.982044736
Dgat2l6	NA	NA
Dgcr14	-0.013618955	0.969328532
Dgcr2	0.045385152	0.769589602
Dgcr6	-0.004870928	0.986770956
Dgcr8	0.133658268	0.638179964
Dgka	0.209772781	0.47692464
Dgkb	0.212846528	NA
Dgkd	0.09864403	0.582818334
Dgke	0.213860815	0.501719243
Dgkg	-0.196867661	0.678259884
Dgkh	-0.470234921	0.048691633
Dgki	0.017126809	NA
Dgkk	NA	NA
Dgkq	0.180345017	0.273070803
Dgkz	0.074946352	0.674824661
Dguok	-0.00104543	0.997818246
Dhcr24	-0.032046886	0.88959589
Dhcr7	-0.122305333	0.499331374
Dhdds	-0.111226487	0.721414658
Dhdh	-0.000906945	0.997818246
Dhfr	0.059574414	0.837482517
Dhh	-0.256968951	0.58462129
Dhodh	0.303320696	0.178404925
Dhps	0.117013825	0.69214289
Dhrs1	-0.148205158	0.442481636
Dhrs11	0.026058144	0.924147923
Dhrs13	0.241999522	0.376456405
Dhrs2	NA	NA
Dhrs3	-0.272790471	0.093429311
Dhrs4	-0.199601574	0.143000861
Dhrs7	0.337257649	0.280691743
Dhrs7b	-0.063880809	0.779857137
Dhrs7c	NA	NA
Dhrs9	-0.983163847	0.002983712
Dhrsx	0.19520383	0.28658646
Dhtkd1	0.580307428	0.060472271
Dhx15	0.376324681	0.013001733
Dhx16	-0.024801717	0.915273446
Dhx29	-0.124414002	0.679796376
Dhx30	0.136206888	0.44742288
Dhx32	-0.267991069	0.052434151
Dhx33	0.236271966	0.188674084
Dhx34	0.031199733	0.935343269
Dhx35	0.074410897	0.829398346
Dhx36	0.039011697	0.838259063
Dhx37	0.298650166	0.385276507
Dhx38	-0.052498467	0.851633458
Dhx40	0.286963864	0.085226103
Dhx57	0.249056006	0.206295982
Dhx58	-1.317308153	8.70E-25
Dhx8	0.011673044	0.964936675
Dhx9	-0.340060277	0.095747984
Diablo	0.179012461	0.164207199
Diap1	-0.098841665	0.659988972
Diap2	0.176818139	0.359986549
Diap3	-0.674694409	0.050921289
Dicer1	-0.131890782	0.466614199
Dido1	-0.09571933	0.531832449
Diexf	-0.028378702	0.949985304
Dimt1	0.370096204	0.217477704
Dio1	-0.18118765	0.312890169
Dio2	-0.052714849	NA
Dio3	-0.095977782	NA
Dio3os	0.636851729	0.049818753
Dip2a	-0.043366153	0.906722675
Dip2b	-0.249285761	0.040438902
Dip2c	-0.10174608	0.560825429
Diras1	0.038794799	NA
Diras2	0.114944838	NA
Dirc2	-0.406052522	0.009120102
Dis3	0.349176797	0.234273206
Dis3l	-0.22019136	0.128288256
Dis3l2	0.008810724	0.979743979
Disc1	-0.051170792	NA
Disp1	-0.323700037	0.274377155
Disp2	-0.466302045	0.203306072
Dixdc1	-0.154925113	0.688367541
Dkc1	0.518984025	0.071099493
Dkk1	0.061556689	0.919127109
Dkk2	0.1320495	NA
Dkk3	0.277459864	0.261183069
Dkk4	0.240225085	0.531800705
Dkkl1	0.038731861	NA
Dlat	0.36223429	0.063675907
Dlc1	-0.152625411	0.540087026
Dld	-0.244644908	0.059995843
Dlec1	0.204383211	0.681260403
Dleu2	-0.127098091	0.761503659
Dleu7	NA	NA
Dlg1	-0.122301373	0.436630589
Dlg2	0.957899737	0.003513692
Dlg3	-0.257992075	0.255260823
Dlg4	-0.122157746	0.814061588
Dlg5	-0.329206174	0.151495839
Dlgap1	0.528428081	0.004005314
Dlgap2	0.038595848	NA
Dlgap3	-0.234581258	NA
Dlgap4	-0.209743452	0.420463796
Dlgap5	-0.704678986	0.042387875
Dlk1	NA	NA
Dlk2	0.410350993	NA
Dll1	0.705091953	0.038195927
Dll3	0.018231495	NA
Dll4	-0.301420059	0.428390213
Dlst	-0.007885196	0.97169511
Dlx1	0.051067013	NA
Dlx1as	NA	NA
Dlx2	NA	NA
Dlx3	NA	NA
Dlx4	0.159865297	NA
Dlx5	NA	NA
Dlx6	NA	NA
Dlx6os1	NA	NA
Dlx6os2	NA	NA
Dmap1	-0.005603835	0.986323935
Dmbt1	0.82061353	0.004552147
Dmbx1	-0.010188824	NA
Dmc1	-0.025564747	NA
Dmd	0.392070503	0.044060554
Dmgdh	0.097937242	0.671318439
Dmkn	-0.004859892	NA
Dmp1	NA	NA
Dmpk	-0.231522846	0.312574251
Dmrt1	0.038595848	NA
Dmrt2	-0.308667835	0.456710857
Dmrt3	NA	NA
Dmrta1	1.013991657	0.002039514
Dmrta2	0.283260193	NA
Dmrtb1	NA	NA
Dmrtc1a	-0.042714014	NA
Dmrtc1b	NA	NA
Dmrtc1c1	NA	NA
Dmrtc1c2	NA	NA
Dmrtc2	0.038731861	NA
Dmtf1	-0.050655505	0.771443745
Dmtn	-0.356404374	0.40376674
Dmwd	-0.046789141	0.873514293
Dmxl1	0.059621395	0.766312485
Dmxl2	-0.113361681	0.582605553
Dna2	0.081112957	0.803509446
Dnaaf1	0.075978824	NA
Dnaaf2	0.332425406	0.127327003
Dnaaf3	-0.658042198	0.070547832
Dnaaf5	0.476797272	0.082296605
Dnah1	0.367401416	0.355484664
Dnah10	-0.010574469	NA
Dnah11	0.598327658	0.085441001
Dnah17	-0.261585459	0.541823867
Dnah2	0.09157811	0.865221637
Dnah5	-0.279157971	NA
Dnah6	-0.223741978	NA
Dnah7b	-0.377658498	0.171026958
Dnah8	-0.619250005	0.091064954
Dnah9	0.053432073	0.930062154
Dnaic1	-0.790415195	0.009192353
Dnaic2	0.09205259	NA
Dnaja1	-0.076167642	0.78204433
Dnaja2	0.069217551	0.747550839
Dnaja3	0.158693436	0.274377155
Dnaja4	-0.435641207	0.041011376
Dnajb1	0.255111673	0.510312956
Dnajb11	-0.172104636	0.451165355
Dnajb12	-0.150952827	0.298325536
Dnajb13	-0.03102248	0.96176858
Dnajb14	-0.022548112	0.935821017
Dnajb2	-0.169536661	0.312511839
Dnajb3	0.692969739	0.021878986
Dnajb4	0.143260393	0.663934155
Dnajb5	0.113099129	0.758350704
Dnajb6	0.316386329	0.12046771
Dnajb7	0.30086667	0.45387433
Dnajb8	-0.041815601	NA
Dnajb9	0.33752985	0.268084789
Dnajc1	-0.016763823	0.945662244
Dnajc10	0.303991765	0.065992791
Dnajc11	0.153803411	0.357762882
Dnajc12	0.194550018	0.679988949
Dnajc13	-0.207811673	0.176847978
Dnajc14	-0.040852875	0.791843199
Dnajc15	0.138882244	0.569276659
Dnajc16	0.022870517	0.940471245
Dnajc17	-0.437971558	0.143231126
Dnajc18	0.086032337	0.791843199
Dnajc19	0.190537999	0.415259011
Dnajc2	0.24416479	0.298155442
Dnajc21	-0.187805539	0.46105151
Dnajc22	-0.155303861	0.208373616
Dnajc24	0.14886568	0.609285654
Dnajc25	0.092872149	0.652911534
Dnajc27	-0.060586306	0.915273446
Dnajc28	-0.09869545	0.717748375
Dnajc3	-0.067109833	0.788580194
Dnajc30	0.034455145	0.914906712
Dnajc4	-0.203723012	0.466000133
Dnajc5	0.087888688	0.515074134
Dnajc5b	0.038595848	NA
Dnajc5g	NA	NA
Dnajc6	-0.10205258	NA
Dnajc7	-0.419645885	0.007808873
Dnajc8	0.304068291	0.026620928
Dnajc9	0.231695231	0.202504537
Dnal1	-0.192496959	0.661861838
Dnal4	0.168163243	0.575109651
Dnali1	0.143505172	0.786130249
Dnase1	0.279250745	0.486385366
Dnase1l1	-0.121234477	0.696302326
Dnase1l2	-0.195121019	0.652401246
Dnase1l3	-0.461967194	0.047487066
Dnase2a	0.203377148	0.191035053
Dnase2b	0.08679278	0.779177627
Dnd1	-0.088141132	0.864222036
Dner	-0.042714014	NA
Dnlz	0.047079816	0.846289417
Dnm1	-0.045783303	0.941248345
Dnm1l	-0.351087205	0.00022363
Dnm2	-0.079392742	0.655759008
Dnm3	0.138294609	0.789494695
Dnm3os	-0.443965549	0.126746135
Dnmbp	-0.038713978	0.920836681
Dnmt1	-0.112681909	0.62113306
Dnmt3a	-0.508353033	0.00043484
Dnmt3b	-0.086643162	0.881845298
Dnmt3l	0.038595848	NA
Dnpep	-0.000153473	0.999413271
Dnph1	0.468266147	0.060930971
Dntt	0.663381372	0.065720421
Dnttip1	0.092854322	0.769720728
Dnttip2	-0.034148744	0.924147923
Doc2a	0.196668931	0.621451265
Doc2b	-0.077769627	NA
Doc2g	0.770483258	0.004459679
Dock1	0.019209045	0.962300643
Dock10	-0.266977865	0.363793008
Dock11	-0.39010068	0.286950117
Dock2	-0.592078318	0.033999883
Dock3	-0.240251827	0.612397285
Dock4	-0.119043189	0.51320568
Dock5	0.188135174	0.296150108
Dock6	-0.015281961	0.974037583
Dock7	0.320427434	0.266588553
Dock8	-0.11899705	0.730643595
Dock9	0.096354424	0.762671147
Dohh	0.206723841	0.307694914
Dok1	0.145275363	0.721602731
Dok2	0.234381289	0.596730388
Dok3	-0.129664492	0.761024606
Dok4	0.130538658	0.728067696
Dok5	0.119404144	NA
Dok6	0.161520604	0.754740768
Dok7	0.00886307	NA
Dolk	0.028457573	0.902340771
Dolpp1	0.088955284	0.721730982
Donson	0.179452892	0.514522234
Dopey1	-0.028772811	0.90091429
Dopey2	-0.242259294	0.404296564
Dos	-0.233158613	0.393709898
Dot1l	-0.15421782	0.650290532
Doxl2	NA	NA
Dpagt1	-0.303098969	0.093712742
Dpcd	-0.290429999	0.173658834
Dpcr1	0.071844093	NA
Dpep1	0.140423644	0.789704978
Dpep2	-0.258125909	NA
Dpep3	-0.041815601	NA
Dpf1	0.113474437	0.791410265
Dpf2	-0.015468044	0.942089002
Dpf3	0.340841203	0.431167325
Dph2	0.822308702	0.004552147
Dph3	0.070832081	0.750424848
Dph5	0.341125051	0.28059443
Dph6	0.146206382	0.655917687
Dph7	0.283211444	0.194730858
Dpm1	0.195237579	0.59067538
Dpm2	-0.18534788	0.499708552
Dpm3	-0.045946035	0.854800107
Dpp10	NA	NA
Dpp3	-0.15488725	0.235808064
Dpp4	0.004248075	0.990878587
Dpp6	0.002346906	NA
Dpp7	-0.212786064	0.28658646
Dpp8	-0.069174416	0.640547546
Dpp9	-0.17794485	0.519557777
Dppa1	NA	NA
Dppa2	-0.193949232	NA
Dppa3	0.31824996	0.472179947
Dppa4	-0.237967175	NA
Dppa5a	0.051116157	NA
Dpt	-0.25264055	0.5316978
Dpy19l1	-0.224715677	0.480522667
Dpy19l2	-0.044360943	NA
Dpy19l3	-0.066334742	0.905431406
Dpy19l4	0.145639485	0.478883147
Dpy30	-0.120979048	0.634027613
Dpyd	0.03927396	0.897580451
Dpys	0.062680283	0.780624974
Dpysl2	-0.135739714	0.676268452
Dpysl3	0.130219368	0.787070612
Dpysl4	-0.00227908	NA
Dpysl5	-0.059693638	NA
Dqx1	0.431128995	0.183122195
Dr1	0.210928759	0.243806402
Dram1	-0.165148983	0.698659365
Dram2	-0.247345154	0.238910887
Drap1	-0.039885905	0.852483626
Draxin	0.041878545	NA
Drc1	-0.529396727	0.141063453
Drc7	0.037813681	NA
Drd1	-0.042194705	NA
Drd2	NA	NA
Drd3	NA	NA
Drd4	0.038595848	NA
Drd5	NA	NA
Drg1	0.055098145	0.788277991
Drg2	0.129998745	0.478883147
Drosha	0.068418843	0.823641747
Drp2	-0.011314507	NA
Dsc1	-0.001596328	NA
Dsc2	0.368220783	0.214517508
Dsc3	NA	NA
Dscam	0.064002187	NA
Dscaml1	0.037813681	NA
Dscc1	-0.045655878	NA
Dscr3	0.117290626	0.54023931
Dse	0.107605706	0.722945913
Dsel	0.149765622	0.625254638
Dsg1a	0.047382432	NA
Dsg1b	0.057720294	NA
Dsg1c	-0.00714389	0.991463043
Dsg2	-0.121250612	0.641377919
Dsg3	0.062562748	NA
Dsg4	NA	NA
Dsn1	-0.224556516	0.606782395
Dsp	0.222264088	0.367965555
Dspp	NA	NA
Dst	-0.242578059	0.203189764
Dstn	-0.029951986	0.896778714
Dstyk	-0.032991831	0.901499942
Dtd1	-0.100674454	0.700316531
Dtd2	0.048923492	0.813351615
Dthd1	-0.080893753	NA
Dtl	-0.002750462	0.997318758
Dtna	0.28745486	0.529553453
Dtnb	-0.018903864	0.944518407
Dtnbp1	-0.006350081	0.982044736
Dtwd1	0.160855759	0.589668628
Dtwd2	0.314060376	0.219290646
Dtx1	0.153654119	0.771031447
Dtx2	-0.355139194	0.112063433
Dtx3	0.208389632	0.540292197
Dtx3l	-0.032977546	0.89944148
Dtx4	-0.530421888	0.16712045
Dtymk	0.093296508	0.739781756
Duox1	0.0530131	0.924560343
Duox2	0.113965796	NA
Duoxa1	NA	NA
Duoxa2	NA	NA
Dupd1	0.024529946	NA
Dus1l	-0.048273234	0.82531035
Dus2	-0.161048606	0.575082179
Dus3l	0.12121284	0.639441728
Dus4l	0.411916535	0.089265198
Dusp1	-0.423637162	0.245162211
Dusp10	-0.294607438	0.278522604
Dusp11	0.030203995	0.863283584
Dusp12	-0.131935782	0.466614199
Dusp13	0.055009674	NA
Dusp14	0.337682143	0.411534901
Dusp15	NA	NA
Dusp16	-0.402207561	0.012358274
Dusp18	0.181819446	0.697714956
Dusp19	0.105084409	0.680337263
Dusp2	0.143058819	0.781564517
Dusp21	NA	NA
Dusp22	0.096580034	0.687481805
Dusp23	-0.087912077	0.722945913
Dusp26	0.12633102	NA
Dusp27	0.038595848	NA
Dusp28	0.338278939	0.069416588
Dusp3	-0.002203185	0.993787797
Dusp4	0.091309284	0.842117661
Dusp5	0.355363571	0.40352471
Dusp6	-0.056563944	0.91159
Dusp7	0.363201031	0.036662803
Dusp8	0.06521428	0.909651658
Dusp9	0.23642651	NA
Dut	0.261412831	0.11609294
Dux	-0.041367315	NA
Duxbl1	NA	NA
Duxbl2	NA	NA
Duxbl3	NA	NA
Dvl1	0.348336703	0.000241147
Dvl2	0.462051522	0.034631368
Dvl3	0.002279907	0.995715012
DXBay18	-0.024389211	NA
Dxo	-0.009804616	0.977441163
Dydc1	NA	NA
Dydc2	0.037813681	NA
Dym	-0.08582812	0.716102501
Dynap	-0.042194705	NA
Dync1h1	-0.13838588	0.332282152
Dync1i1	-0.074530245	NA
Dync1i2	-0.180866327	0.266804475
Dync1li1	0.183661551	0.348941998
Dync1li2	-0.091073829	0.58440889
Dync2h1	0.174919523	0.61981946
Dync2li1	0.281223986	0.507269442
Dynll1	-0.065954317	0.804585248
Dynll2	-0.744757094	3.61E-09
Dynlrb1	-0.233499575	0.220829829
Dynlrb2	-0.063347545	NA
Dynlt1a	-0.12745923	0.812670129
Dynlt1b	-0.20998937	0.669843945
Dynlt1f	-0.08666281	NA
Dynlt3	0.098616795	0.690592427
Dyrk1a	0.190048585	0.232674986
Dyrk1b	-0.301234281	0.395308414
Dyrk2	-0.324519951	0.081653911
Dyrk3	0.085266038	0.879550015
Dyrk4	0.02268969	NA
Dysf	-0.024558842	0.953311764
Dytn	NA	NA
Dyx1c1	-0.018034151	0.976788456
Dzank1	-0.054931417	0.906736067
Dzip1	0.118220173	0.80981538
